symbol,name,market,note
101007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
102001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
102002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
102003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
102005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
102007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
103001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
103002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
103003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
103005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
103007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
104001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
104002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
104003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
104005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
104007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
105001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
105002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
105003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
105005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
105007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
110001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
110002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
110003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
110005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
110007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
120001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
120002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
120003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
120005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
120007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
130001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
130002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
130003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
130005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
130007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
140001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
140002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
140003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
140005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
140007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
150001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
150002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
150003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
150005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
150007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
160001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
160002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
160003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
160005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
160007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
170001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
170002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
170003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
170005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
170007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
180001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
180002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
180003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
180005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
180007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
190001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
190002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
190003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
190005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
190007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
200001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
200002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
200003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
200005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
200007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
210001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
210002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
210003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
210005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
210007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
220001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
220002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
220003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
220005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
220007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
230001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
230002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
230003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
230005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
230007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
240001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
240002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
240003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
240005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
240007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
250001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
250002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
250003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
250005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
250007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
260001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
260002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
260003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
260005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
260007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
270001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
270002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
270003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
270005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
270007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
280001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
280002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
280003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
280005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
280007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
290001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
290002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
290003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
290005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
290007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
300001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
300002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
300003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
300005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
300007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
310001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
310002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
310003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
310005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
310007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
320001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
320002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
320003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
320005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
320007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
330001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
330002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
330003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
330005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
330007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
340001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
340002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
340003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
340005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
340007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
350001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
350002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
350003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
350005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
350007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
360001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
360002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
360003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
360005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
360007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
370001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
370002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
370003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
370005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
370007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
380001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
380002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
380003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
380005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
380007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
390001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
390002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
390003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
390005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
390007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
400001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
400002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
400003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
400005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
400007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
410001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
410002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
410003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
410005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
410007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
420001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
420002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
420003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
420005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
420007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
430001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
430002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
430003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
430005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
430007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
440001,,KOSPI,derived_from_krx_source_universe_500_kospi_only
440002,,KOSPI,derived_from_krx_source_universe_500_kospi_only
440003,,KOSPI,derived_from_krx_source_universe_500_kospi_only
440005,,KOSPI,derived_from_krx_source_universe_500_kospi_only
440007,,KOSPI,derived_from_krx_source_universe_500_kospi_only
